country,iso3,year,region,gdppc,pm25_concentration,population,co2_emissions_pc,healthcare_expenditure,life_expectancy,urbanisation_rate
Georgia,GEO,2011,Asia,4119.66818307193,12.17,3868723,2.017339,8.01,71.94,55.919
Germany,DEU,2011,Europe,46705.8957963353,12.7,80857877,9.949727,10.77844906,80.46,77.16
Ghana,GHA,2011,Africa,1501.05917129856,13.81,26095090,0.39607257,4.69264126,62.58,51.394
Greece,GRC,2011,Europe,25483.8825644931,8.99,11108841,8.507209,9.19330311,80.36,76.649
Grenada,GRD,2011,North America,6775.74927822931,0.55,112095,2.2553725,5.80423355,72.12,35.859
Guatemala,GTM,2011,North America,3228.03827784076,9.6,14792122,0.75968224,5.96306896,71.55,48.701
Guinea,GIN,2011,Africa,644.502548659895,6.89,10656812,0.2434229,3.78955102,58.59,33.966
Guinea-Bissau,GNB,2011,Africa,719.118765750612,5.05,1608084,0.15038021,6.21634817,55.96,40.508
Guyana,GUY,2011,South America,4960.00472639074,1.15,746158,2.6271112,4.17213488,66.14,26.4
Haiti,HTI,2011,North America,1306.84531878112,3.79,9914904,0.22924055,5.91197777,61.1,48.492
Honduras,HND,2011,North America,2053.95969493403,8.83,8540587,1.0374361,8.79187012,70.68,52.543
Hungary,HUN,2011,Europe,14234.471576937,17.93,9946675,5.0424895,7.48,74.9,69.358
Iceland,ISL,2011,Europe,47714.5922308485,1.28,319140,10.978066,8.2,81.86,93.587
India,IND,2011,Asia,1449.60330101112,41.63,1261224952,1.3992052,3.25,67.84,31.276
Indonesia,IDN,2011,Asia,3613.8008884858,8.41,249470029,2.007153,2.98942471,69.52,50.595
Iran,IRN,2011,Asia,8201.58167797696,11.91,78383602,7.3503413,6.09787989,76.87,71.2
Iraq,IRQ,2011,Asia,5736.89895897239,14.53,32161425,3.8225088,2.80316377,71.4,69.268
Ireland,IRL,2011,Europe,52219.7057327581,4.79,4579604,8.309483,10.60614967,80.39,61.742
Israel,ISR,2011,Asia,34354.7161182231,6.75,7471021,9.18144,6.84,81.65,91.892
Italy,ITA,2011,Europe,38649.6394836789,12.88,60367882,7.0218515,8.77,81.83,68.444
Jamaica,JAM,2011,North America,5259.93175297891,2.14,2760492,2.990628,5.23845339,72.86,53.93
Japan,JPN,2011,Asia,48760.0789494211,9.57,128096431,9.873785,10.49,82.83,91.069
Jordan,JOR,2011,Asia,4152.49398098582,7.01,7480430,2.8399117,8.14807701,76.91,87.172
Kazakhstan,KAZ,2011,Asia,11633.9985836418,9.5,17065997,14.003732,2.6,69.13,56.9
Kenya,KEN,2011,Africa,1099.31546497439,9.47,42758466,0.3145013,5.20212841,61.98,23.969
Kiribati,KIR,2011,Oceania,1783.77176374565,0.15,110661,0.49665195,8.67,61.4,48.235
Kuwait,KWT,2011,Asia,48997.3937159758,20.42,3132816,28.079378,2.33303547,81.45,100.0
Kyrgyzstan,KGZ,2011,Asia,1123.88314370665,11.13,5594537,1.3620738,7.11,69.54,35.352
Laos,LAO,2011,Asia,1363.72485647521,22.9,6426595,0.49327895,1.94457507,65.04,30.66
Latvia,LVA,2011,Europe,13338.9622350852,9.62,2059940,3.7918744,5.72,73.67,67.869
Lebanon,LBN,2011,Asia,7914.1095681645,8.0,5096018,3.976463,8.17744446,77.97,87.484
Lesotho,LSO,2011,Africa,1265.85794508512,12.27,2014015,1.5208943,9.07558823,49.1,25.31
Liberia,LBR,2011,Africa,573.526422156584,9.66,4221178,0.19396007,9.71052551,60.73,48.193
Libya,LBY,2011,Africa,7784.13635877527,3.38,6343210,8.440869,4.01902008,71.44,78.277
Lithuania,LTU,2011,Europe,14376.9478643932,12.07,3028642,4.6196947,6.49,73.55,66.741
Luxembourg,LUX,2011,Europe,119025.057203467,10.81,518583,21.398838,5.95,81.39,88.906
Macedonia,MKD,2011,Europe,5416.86672931659,10.83,2040442,4.331203,6.52,74.96,57.092
Madagascar,MDG,2011,Africa,516.902539255093,3.76,22822305,0.104018636,4.521595,62.76,32.58
Malawi,MWI,2011,Africa,769.052599195882,11.81,15265026,0.06918783,5.32226658,58.11,15.672
Malaysia,MYS,2011,Asia,10209.3719445027,12.1,29162033,6.976618,3.31451917,74.23,71.609
Maldives,MDV,2011,Asia,7409.33190911542,2.4,373682,2.6375794,7.92,75.1,36.849
Mali,MLI,2011,Africa,810.182556036129,3.94,16469051,0.13838126,4.01483774,59.05,36.799
Malta,MLT,2011,Europe,23155.103527089,4.49,424634,6.1418824,8.45,80.72,94.141
Mauritania,MRT,2011,Africa,1919.45227079679,1.74,3502814,0.6366998,2.47383666,68.8,47.493
Mauritius,MUS,2011,Africa,9197.04299089459,0.38,1286271,3.045094,4.25059652,73.52,41.444
Mexico,MEX,2011,North America,10766.6099402311,15.25,115243504,4.1937428,5.51883602,75.43,78.111
Micronesia,FSM,2011,Oceania,2885.44124871393,0.05,107713,1.0885223,13.09527397,64.91,22.305
Moldova,MDA,2011,Europe,2941.36224066021,15.04,3557278,1.3901005,9.1,69.82,42.589
Mongolia,MNG,2011,Asia,3793.74365523458,5.59,2745182,7.78377,3.58612084,67.3,67.963
Montenegro,MNE,2011,Europe,7328.78943085498,9.01,632691,3.8047767,7.97,75.99,64.472
Morocco,MAR,2011,Africa,3302.453125,4.7,32912586,1.6670716,5.37019396,72.58,58.581
Mozambique,MOZ,2011,Africa,615.278659781153,8.25,23649044,0.1313638,5.00311899,53.53,32.336
Myanmar,MMR,2011,Asia,1204.49647224228,18.23,49419824,0.30598977,1.93,65.23,29.075
Namibia,NAM,2011,Africa,5873.05938103204,9.6,2146330,1.2962108,9.83193302,60.88,42.637
Nepal,NPL,2011,Asia,791.225582105683,37.39,27464499,0.19007917,4.45,69.61,17.108
Netherlands,NLD,2011,Europe,54230.3129029852,13.32,16851061,10.038631,10.23,80.96,87.879
New Zealand,NZL,2011,Oceania,38388.5280906616,1.78,4382702,7.817582,9.51987362,80.75,86.1
Nicaragua,NIC,2011,North America,1644.79935412236,3.8,5819054,0.8258908,7.44982004,76.94,57.113
Niger,NER,2011,Africa,507.602495302453,4.76,17176286,0.07665749,4.87323856,58.61,16.216
Nigeria,NGA,2011,Africa,2504.87910104512,14.53,171379601,0.7538578,3.32077932,60.2,44.366
Norway,NOR,2011,Europe,101221.813476644,4.99,4952968,9.034381,8.73,80.97,79.455
Oman,OMN,2011,Asia,24166.0963053624,9.59,3076761,18.529549,2.23611403,73.22,76.183
Pakistan,PAK,2011,Asia,1161.04432084751,30.34,203746069,0.75977474,2.14016914,64.54,35.202
Panama,PAN,2011,North America,9403.43990821634,1.4,3693508,2.6947093,7.08092785,77.52,65.437
Papua New Guinea,PNG,2011,Oceania,2303.8266113635,1.2,7859350,0.6741551,2.29397798,65.03,13.0
Paraguay,PRY,2011,South America,5776.2818479967,7.69,5814634,0.89407533,5.82225847,74.93,59.584
Peru,PER,2011,South America,5826.83230656078,15.21,29304083,1.4391533,4.53500509,78.64,76.617
Philippines,PHL,2011,Asia,2431.19996066282,7.18,98248616,0.8489687,4.03,69.78,45.522
Poland,POL,2011,Europe,13776.3883624327,21.07,38208644,8.731046,6.29,76.56,60.78
Portugal,PRT,2011,Europe,23217.2954965207,7.63,10557049,4.905115,9.73,80.24,61.167
Qatar,QAT,2011,Asia,92992.9971307452,18.8,1810958,45.000114,1.599962,74.28,98.602
Republic of Congo,COG,2011,Africa,3415.06237416639,25.09,4609728,1.0947329,1.75237322,61.13,63.712
Romania,ROU,2011,Europe,9560.15942530942,15.37,20282008,4.5479074,4.48,74.44,53.96
Russia,RUS,2011,Europe,14305.33203125,11.57,144043751,11.704149,4.79,69.77,73.732
Rwanda,RWA,2011,Africa,650.936675868246,17.86,10573742,0.060865965,7.93879843,65.05,16.938
Saint Lucia,LCA,2011,North America,9110.75181022028,0.83,171813,2.836293,5.07998085,76.25,18.45
Saint Vincent and the Grenadines,VCT,2011,North America,6566.482713176,0.59,109366,1.9766289,4.23108053,73.21,49.356
Samoa,WSM,2011,Oceania,3789.62699537622,0.1,194726,0.9784415,5.38357162,70.5,19.857
Sao Tome and Principe,STP,2011,Africa,1217.21206404444,9.06,185665,0.53283066,6.76036882,69.2,66.064
Saudi Arabia,SAU,2011,Asia,22441.5741087607,11.26,26105636,20.707363,3.68218255,76.13,82.302
Senegal,SEN,2011,Africa,1383.53911649626,3.0,12958902,0.6033564,4.21416712,65.97,44.188
Serbia,SRB,2011,Europe,6809.15980400146,15.04,7364857,6.6473904,9.11380386,74.55,55.215
Seychelles,SYC,2011,Africa,12110.0937461973,0.69,97041,4.1910534,4.46079111,73.3,53.72
Sierra Leone,SLE,2011,Africa,443.451842171273,7.75,6387259,0.11128655,10.76753807,55.66,39.248
Singapore,SGP,2011,Asia,53891.4570264372,10.57,5182242,9.069433,3.15792179,81.96,100.0
Slovakia,SVK,2011,Europe,18509.7402157541,19.23,5398104,7.048009,7.3,75.93,54.42
Slovenia,SVN,2011,Europe,25128.0150431304,13.02,2048805,7.98455,8.54,79.85,52.883
Solomon Islands,SLB,2011,Oceania,1921.35635220457,0.14,552957,0.62286216,5.02313328,64.51,20.508
South Africa,ZAF,2011,Africa,8737.04126942435,17.5,52995210,8.791509,7.94434404,59.1,62.746
South Korea,KOR,2011,Asia,25097.595426845,19.69,49127641,12.690266,5.91454506,80.95,81.923
Spain,ESP,2011,Europe,31677.9003083652,8.34,46998040,6.038563,9.1679697,81.81,78.673
Sri Lanka,LKA,2011,Asia,3248.0402104632,6.95,21009054,0.7085589,3.58,74.96,18.211
Sudan,SDN,2011,Africa,1391.42565917969,5.89,36140807,0.40705183,5.61579561,67.07,33.207
Suriname,SUR,2011,South America,8009.25230244723,0.85,556279,4.952637,4.40932178,73.12,66.276
Swaziland,SWZ,2011,Africa,4360.95996745324,15.24,1117845,0.90137714,8.46997261,48.08,22.7
Sweden,SWE,2011,Europe,60755.7595508465,6.75,9449262,5.20788,10.42,81.52,85.297
Switzerland,CHE,2011,Europe,90476.7589651577,11.3,7914378,5.1769896,10.04628563,82.37,73.631
Syria,SYR,2011,Asia,2971.2824338307,10.0,22878103,2.5716982,2.52865291,71.88,54.58
Tajikistan,TJK,2011,Asia,837.881555757687,28.54,7824785,0.29914382,5.86,70.42,26.521
Tanzania,TZA,2011,Africa,768.933410644531,9.49,46029372,0.18472102,5.0559845,62.26,28.798
Thailand,THA,2011,Asia,5396.64358573682,23.17,69007211,3.548588,3.56825495,75.72,44.698
Afghanistan,AFG,2012,Asia,653.417474910283,13.41,30560036,0.32838032,7.89716864,59.92,24.16
Albania,ALB,2012,Europe,4247.63134315945,10.27,2910003,1.6666856,6.15746212,77.34,54.33
Algeria,DZA,2012,Africa,6096.09001549263,5.6,37646164,3.603934,6.00050974,75.64,68.915
Angola,AGO,2012,Africa,5083.82687346735,16.27,25177399,1.0303272,2.39574957,59.46,61.268
Antigua and Barbuda,ATG,2012,North America,15136.8411091932,0.49,87275,6.3813004,5.47921467,75.66,25.526
Argentina,ARG,2012,South America,13082.664325572,6.68,42161718,4.5387554,9.82726669,76.18,91.121
Armenia,ARM,2012,Asia,3643.71540108565,16.81,2922528,1.9668766,9.13,73.67,63.24
Australia,AUS,2012,Oceania,68078.0442283168,2.97,22852649,17.7746,8.67456913,82.27,85.402
Austria,AUT,2012,Europe,48564.9173350875,13.03,8431598,7.9788394,10.2,80.72,57.147
Azerbaijan,AZE,2012,Asia,7495.86527658099,15.74,9376181,3.4953828,3.16,71.21,53.883
Bahamas,BHS,2012,North America,28059.6553953426,1.7,375474,5.4646664,5.3190918,72.85,82.532
Bahrain,BHR,2012,Asia,25102.726348527,17.94,1216308,22.296165,4.10642147,74.57,88.762
Bangladesh,BGD,2012,Asia,876.521652869848,54.26,155070111,0.38501203,2.3537879,72.09,31.993
Barbados,BRB,2012,North America,16736.9218347773,0.52,276947,5.598732,7.77819967,76.23,31.553
Belarus,BLR,2012,Europe,6953.21591683101,14.29,9463075,6.6094017,5.25,72.11,75.697
Belgium,BEL,2012,Europe,44670.5606845101,13.77,11107524,9.222086,10.50204754,80.07,97.744
Belize,BLZ,2012,North America,5635.52152550234,4.04,334420,1.3476228,4.36242819,74.18,45.246
Benin,BEN,2012,Africa,1112.56953619685,13.48,10397662,0.42341626,3.07562971,61.81,44.125
Bhutan,BTN,2012,Asia,2689.79286575487,22.94,717288,1.6543369,3.61913681,72.46,36.371
Bolivia,BOL,2012,South America,2562.46678423329,9.54,10515813,1.6675211,5.2539444,71.04,67.315
Bosnia and Herzegovina,BIH,2012,Europe,4688.34582317708,11.75,3670108,6.0309324,9.49,77.27,46.199
Botswana,BWA,2012,Africa,6392.98734736839,14.3,2108614,2.4076056,6.35010576,59.75,64.768
Brazil,BRA,2012,South America,12327.5131013057,8.54,196876114,2.531079,7.73637724,74.28,84.923
Brunei Darussalam,BRN,2012,Asia,46844.1973390647,11.73,405566,23.42363,1.85097206,76.9,75.656
Bulgaria,BGR,2012,Europe,7430.7373804242,11.63,7317021,6.6094265,7.54,74.28,72.975
Burkina Faso,BFA,2012,Africa,733.97287958981,5.81,17172283,0.15229483,4.60267258,59.52,25.767
Burundi,BDI,2012,Africa,238.205945258781,21.4,10071034,0.038953397,8.63756466,61.17,11.194
Cambodia,KHM,2012,Asia,950.482544613835,16.99,14945090,0.37308234,7.26115417,67.72,21.037
Cameroon,CMR,2012,Africa,1433.72392712455,13.63,20809531,0.3653794,3.9310236,57.77,52.769
Canada,CAN,2012,North America,52670.3447335415,7.0,34922512,16.156374,10.50971508,81.49,81.137
Cape Verde,CPV,2012,Africa,3583.46172510997,1.28,511966,0.98047143,5.13365459,74.46,62.821
Central African Republic,CAF,2012,Africa,525.867504037729,15.34,4610848,0.041321684,3.91814446,49.82,39.388
Chad,TCD,2012,Africa,969.616142771586,5.32,13211007,0.13193142,3.8560791,56.6,22.142
Chile,CHL,2012,South America,15397.7804504673,12.64,17519114,4.5447974,7.01951313,79.58,87.189
China,CHN,2012,Asia,6300.58217951734,39.22,1369520865,7.140667,4.56584787,75.48,51.765
Colombia,COL,2012,South America,8096.80150827421,9.99,45715807,1.7555257,6.74601603,76.94,78.701
Comoros,COM,2012,Africa,1483.95155791259,2.02,681637,0.2257624,5.17354631,66.4,28.123
Costa Rica,CRI,2012,North America,9971.65165576585,3.61,4663932,1.5566447,7.78642321,80.42,73.946
Cote d'Ivoire,CIV,2012,Africa,1649.30161629018,11.91,23467082,0.36391443,4.4273715,58.55,48.172
Croatia,HRV,2012,Europe,13452.9759027717,11.67,4259234,4.4741144,7.68,77.36,55.506
Cuba,CUB,2012,North America,6467.33791422804,4.55,11303173,2.6077476,9.29940987,78.42,76.781
Cyprus,CYP,2012,Asia,28991.9296875,7.91,1165402,6.2330227,6.54,81.62,67.261
Czech Republic,CZE,2012,Europe,19870.8012123403,17.09,10507338,10.5913925,7.62448311,77.97,73.197
Dem. Rep. Congo,COD,2012,Africa,412.776260544995,23.52,73254623,0.038186394,3.2215035,58.34,41.082
Denmark,DNK,2012,Europe,58507.5080517852,7.26,5591912,7.1269546,10.52,79.97,87.142
Djibouti,DJI,2012,Africa,1418.46085811933,7.12,966753,0.3069905,3.299927,62.76,77.138
Dominican Republic,DOM,2012,North America,6049.47158709846,3.26,10070410,2.1106145,5.04897833,73.72,75.802
Ecuador,ECU,2012,South America,5666.21744687686,14.79,15572194,2.4022808,6.86373377,75.81,62.988
Egypt,EGY,2012,Africa,3059.13542779204,6.96,93161001,2.2942379,4.45891809,69.83,42.946
El Salvador,SLV,2012,North America,3471.05126865498,9.96,6113976,1.058539,8.60625362,75.27,67.187
Equatorial Guinea,GNQ,2012,Africa,18756.4250273225,12.39,1293484,5.334955,1.51459265,60.11,69.0
Estonia,EST,2012,Europe,17403.2053254767,7.11,1322616,13.429003,6.09506845,76.41,67.974
Ethiopia,ETH,2012,Africa,458.550920793057,12.31,95798770,0.08411424,4.5395956,65.13,18.16
Fiji,FJI,2012,Oceania,4359.79240035309,0.19,914919,0.9971768,3.2655499,67.51,53.196
Finland,FIN,2012,Europe,47708.0612784469,5.43,5413978,9.44869,9.59,80.38,84.841
France,FRA,2012,Europe,40870.8523645734,11.53,64058465,5.5642834,11.29740047,81.58,78.878
Gabon,GAB,2012,Africa,9348.51487640056,15.2,1846893,3.0482535,2.42097569,62.67,86.634
Gambia,GMB,2012,Africa,686.557557719746,4.09,2043099,0.2187892,4.26872253,63.21,57.105
Georgia,GEO,2012,Asia,4530.69533409431,12.7,3839208,2.150046,8.05,72.19,56.303
Germany,DEU,2012,Europe,43855.8544658618,12.35,80916393,10.060882,10.85345554,80.59,77.17
Ghana,GHA,2012,Africa,1536.61963499859,13.39,26734272,0.47296032,4.00799608,63.16,52.073
Greece,GRC,2012,Europe,21912.9982879517,9.13,11048294,8.2720995,8.92415524,80.23,77.004
Grenada,GRD,2012,North America,6900.76507593244,0.56,112791,2.4038796,5.82235765,72.68,35.869
Guatemala,GTM,2012,North America,3355.03477737406,10.57,15089639,0.7671916,6.07316971,71.92,49.0
Guinea,GIN,2012,Africa,707.967678199003,7.66,10921581,0.22175397,3.50398517,58.89,34.255
Guinea-Bissau,GNB,2012,Africa,634.961809599423,5.36,1651425,0.14865223,5.94134808,56.47,40.908
Guyana,GUY,2012,South America,5461.39008471262,1.79,746297,2.6266217,3.7081871,66.17,26.4
Haiti,HTI,2012,North America,1356.1727839335,4.08,10069769,0.22484934,5.56462336,61.53,49.477
Honduras,HND,2012,North America,2107.34542786596,8.64,8715080,1.0577388,8.65655136,68.99,53.202
Hungary,HUN,2012,Europe,12984.8365730133,15.22,9916620,4.7112994,7.41,75.11,69.678
Iceland,ISL,2012,Europe,45995.5478789467,1.1,320847,10.9041,8.18,81.98,93.6
India,IND,2012,Asia,1434.01798692108,40.15,1278674506,1.5060124,3.33,68.23,31.634
Indonesia,IDN,2012,Asia,3668.21208337097,12.41,252698526,2.0417776,2.91427088,69.79,51.276
Iran,IRN,2012,Asia,8329.00206664879,12.19,79370583,7.548398,6.12235117,77.09,71.755
Iraq,IRQ,2012,Asia,6437.50291063284,14.18,33654841,3.9643958,2.69365859,71.64,69.432
Ireland,IRL,2012,Europe,48943.8206459561,4.62,4600137,8.309358,10.59787655,80.49,61.942
Israel,ISR,2012,Asia,33156.2283157638,7.8,7607784,9.830044,6.98,81.57,91.96
Italy,ITA,2012,Europe,35051.5212697703,12.26,60531522,6.6649795,8.78,81.84,68.684
Jamaica,JAM,2012,North America,5365.24217204558,3.14,2772431,2.8541121,4.88512897,74.19,54.132
Japan,JPN,2012,Asia,49145.2804308193,8.93,127928283,10.208827,10.67,83.33,91.148
Jordan,JOR,2012,Asia,4386.4618185538,7.38,7587134,3.138811,7.81799555,77.13,88.185
Kazakhstan,KAZ,2012,Asia,12386.6992652963,10.46,17306114,14.234585,3.04,69.68,56.973
Kenya,KEN,2012,Africa,1289.78079149822,10.19,43888306,0.2849444,5.0180583,62.62,24.376
Kiribati,KIR,2012,Oceania,1855.27421404281,0.11,112293,0.45680496,8.69,61.48,49.082
Kuwait,KWT,2012,Asia,51270.9790629251,18.91,3337025,30.655422,2.33311439,81.34,100.0
Kyrgyzstan,KGZ,2012,Asia,1177.97526115747,10.59,5696519,1.7706759,8.51,69.96,35.423
Laos,LAO,2012,Asia,1566.00934755636,30.13,6518981,0.52124435,2.07637572,65.53,31.264
Latvia,LVA,2012,Europe,13847.3379393194,9.81,2034639,3.6958518,5.41,73.87,67.897
Lebanon,LBN,2012,Asia,8500.1805629403,8.9,5235744,4.2653027,7.00420094,78.06,87.636
Lesotho,LSO,2012,Africa,1205.85998481002,11.4,2034363,1.5200906,10.04389858,49.02,25.704
Liberia,LBR,2012,Africa,644.455576742833,10.63,4373045,0.20923978,8.15444565,61.08,48.583
Lithuania,LTU,2012,Europe,14367.709424872,12.82,2988334,4.712947,6.28,73.84,66.864
Luxembourg,LUX,2012,Europe,112584.676270958,10.77,530952,20.466053,5.29,81.57,89.249
Macedonia,MKD,2012,Europe,5049.8265386157,10.83,2027288,4.185801,6.61,74.94,57.125
Madagascar,MDG,2012,Africa,504.173737710132,3.46,23462444,0.116961986,3.9110589,62.96,33.227
Malawi,MWI,2012,Africa,563.061539677727,13.42,15709576,0.0678639,6.02199793,59.42,15.812
Malaysia,MYS,2012,Asia,10601.5104558966,15.34,29662835,7.1803646,3.45786357,74.62,72.275
Maldives,MDV,2012,Asia,7447.41560773318,2.68,386822,2.8700333,8.67,75.85,37.267
Mali,MLI,2012,Africa,753.392137501905,4.23,16957039,0.14369018,3.7521615,59.27,37.599
Malta,MLT,2012,Europe,22526.5370208632,4.82,426616,6.4434643,8.38,80.94,94.211
Mauritania,MRT,2012,Africa,1850.38496774479,1.76,3619035,0.6763049,2.64919329,69.09,48.4
Mauritius,MUS,2012,Africa,9291.23627601053,0.39,1289174,3.0751846,4.21993399,73.69,41.332
Mexico,MEX,2012,North America,10842.7330894856,15.22,116818209,4.2928977,5.66522074,75.64,78.405
Micronesia,FSM,2012,Oceania,3023.58544607879,0.1,107908,1.154465,12.27709675,65.03,22.324
Moldova,MDA,2012,Europe,3044.8084324815,15.36,3482629,1.3684151,9.14,70.25,42.558
Mongolia,MNG,2012,Asia,4402.30452266711,5.03,2795463,12.520236,3.85800076,67.84,68.03
Montenegro,MNE,2012,Europe,6586.39970256684,9.43,633549,3.4931095,8.3,76.18,64.804
Morocco,MAR,2012,Africa,3164.00463867188,4.69,33355247,1.7074836,5.39619017,72.78,59.142
Mozambique,MOZ,2012,Africa,681.49212857369,8.54,24337849,0.12539078,5.24640608,53.74,32.846
Myanmar,MMR,2012,Asia,1193.54764908799,21.81,49837450,0.23714139,2.41,65.87,29.266
Namibia,NAM,2012,Africa,6017.17836541483,8.93,2194657,1.4586134,9.26659298,61.49,43.693
Nepal,NPL,2012,Asia,794.092564101405,42.05,27534917,0.19866604,4.49,69.79,17.458
Netherlands,NLD,2012,Europe,50070.1416045904,12.87,16915191,9.78854,10.54,80.89,88.588
New Zealand,NZL,2012,Oceania,39974.2997334925,1.63,4411682,8.146852,9.65163612,81.09,86.161
Nicaragua,NIC,2012,North America,1746.41858428988,5.52,5901290,0.7709784,7.48836899,77.05,57.309
Niger,NER,2012,Africa,525.047284914011,4.68,17836770,0.10340919,4.30732679,58.92,16.212
Nigeria,NGA,2012,Africa,2728.02278831129,16.4,176200628,0.64739245,3.35984254,60.64,45.246
Norway,NOR,2012,Europe,102175.919298374,3.65,5018456,8.813069,8.72,81.23,79.874
Oman,OMN,2012,Asia,24722.6388245874,9.61,3547106,17.684181,2.27702832,73.6,77.564
Pakistan,PAK,2012,Asia,1236.89276298823,29.23,207667129,0.7452712,2.20038652,64.82,35.408
Panama,PAN,2012,North America,10767.2931788172,1.92,3759260,2.5984104,6.74132681,77.45,65.741
Papua New Guinea,PNG,2012,Oceania,2653.09278970276,2.14,8081396,0.5415041,2.66693544,65.17,12.982
Paraguay,PRY,2012,South America,5617.10491786787,8.37,5897011,0.87727255,6.53144598,75.12,59.907
Peru,PER,2012,South America,6475.72044267849,17.11,29550366,1.5400378,4.73488665,79.02,76.804
Philippines,PHL,2012,Asia,2671.77752181561,8.5,100175512,0.87964565,4.18,69.54,45.712
Poland,POL,2012,Europe,13010.7555868425,20.33,38247868,8.52221,6.27,76.63,60.654
Portugal,PRT,2012,Europe,20563.7136012629,6.04,10513154,4.749465,9.65,80.21,61.763
Qatar,QAT,2012,Asia,98041.3622380894,19.76,1907121,48.932896,1.74822152,74.99,98.697
Republic of Congo,COG,2012,Africa,3753.86092808102,24.09,4740456,1.0585535,1.90971065,61.22,64.169
Romania,ROU,2012,Europe,8930.72991164974,14.65,20158452,4.4468846,4.51,74.34,53.974
Russia,RUS,2012,Europe,15401.8515625,12.71,144291024,11.790535,4.94,70.19,73.791
Rwanda,RWA,2012,Africa,706.137130523623,23.42,10829904,0.06634094,8.10667801,65.69,16.943
Saint Lucia,LCA,2012,North America,9231.57625405725,0.89,172595,2.844671,4.9241581,76.4,18.45
Saint Vincent and the Grenadines,VCT,2012,North America,6754.37018395671,0.61,108754,2.122515,4.45042276,72.99,49.754
Samoa,WSM,2012,Oceania,3902.31199231566,0.1,196517,0.9508796,4.9883461,70.27,19.624
Sao Tome and Principe,STP,2012,Africa,1207.70070239994,6.52,189452,0.5801997,6.47629499,69.54,67.16
Saudi Arabia,SAU,2012,Asia,24069.1994773483,11.32,27062447,22.396425,3.98779702,77.03,82.52
Senegal,SEN,2012,Africa,1334.72591526235,3.2,13310499,0.5531069,4.26688004,66.29,44.603
Serbia,SRB,2012,Europe,6015.94522756969,13.87,7324624,5.9722056,9.32820415,74.84,55.356
Seychelles,SYC,2012,Africa,12337.1554669388,0.74,99565,4.2688093,5.39592934,73.25,54.12
Sierra Leone,SLE,2012,Africa,558.179723315125,8.77,6551077,0.1269605,8.94355106,56.37,39.642
Singapore,SGP,2012,Asia,55547.5553077786,15.9,5293344,8.70905,3.32783675,82.22,100.0
Slovakia,SVK,2012,Europe,17498.3539002594,17.03,5404877,6.653868,7.54,76.13,54.28
Slovenia,SVN,2012,Europe,22641.805122503,11.41,2053321,7.67516,8.72,79.89,53.108
Solomon Islands,SLB,2012,Oceania,2087.51788731499,0.17,573622,0.60681075,4.87480497,64.7,20.97
South Africa,ZAF,2012,Africa,8173.8691381716,16.5,53782569,8.533717,8.00428867,60.82,63.272
South Korea,KOR,2012,Asia,25459.1689000965,18.85,49599579,12.66025,6.0325017,81.13,81.851
Spain,ESP,2012,Europe,28322.9465923276,7.87,47018321,5.91389,9.15415382,81.96,78.902
Sri Lanka,LKA,2012,Asia,3351.89247576451,7.39,21169461,0.7462685,3.31,75.63,18.196
Sudan,SDN,2012,Africa,1070.33972167969,5.05,36923176,0.4268148,5.68827009,67.58,33.346
Suriname,SUR,2012,South America,8922.95618613502,1.42,562640,4.429262,4.28435707,73.35,66.208
Swaziland,SWZ,2012,Africa,4396.57912043588,14.31,1123869,1.039993,7.82047606,49.11,22.849
Sweden,SWE,2012,Europe,58037.8213192173,4.69,9519479,4.9069877,10.74,81.47,85.62
Switzerland,CHE,2012,Europe,85836.2076767359,13.02,7998927,5.2807736,10.14446354,82.39,73.653
Syria,SYR,2012,Asia,1910.60452580833,10.59,22759763,2.014529,3.04719615,65.0,53.555
Tajikistan,TJK,2012,Asia,959.360284998425,23.89,8014087,0.36603197,5.98,70.97,26.545
Tanzania,TZA,2012,Africa,854.540466308594,10.88,47374259,0.2195464,5.01779366,63.08,29.493
Thailand,THA,2012,Asia,5748.63272062158,29.84,69436091,3.778261,3.5229404,76.18,45.445
Afghanistan,AFG,2013,Asia,638.73318101404,13.02,31622708,0.29183197,8.80596447,60.43,24.373
Albania,ALB,2013,Europe,4413.06338346821,9.69,2907570,1.8185169,6.28286266,77.77,55.387
Algeria,DZA,2013,Africa,6044.67490330703,5.4,38414176,3.6649592,6.03576279,75.79,69.576
Angola,AGO,2013,Africa,5061.34925297484,18.97,26165616,0.9825774,2.73282695,60.22,62.002
Antigua and Barbuda,ATG,2013,North America,14977.0718321065,0.59,88074,6.32341,5.50909233,75.72,25.35
Argentina,ARG,2013,South America,13080.2547323367,7.8,42582454,4.451076,9.78097916,76.21,91.249
Armenia,ARM,2013,Asia,3833.15707396348,16.88,2922528,1.8939097,10.32,74.19,63.164
Australia,AUS,2013,Oceania,68198.4193446869,2.69,23236271,17.174335,8.75058746,82.46,85.502
Austria,AUT,2013,Europe,50731.1272541847,14.08,8481411,7.9900355,10.29,80.91,57.336
Azerbaijan,AZE,2013,Asia,7875.34536661549,16.17,9504417,3.5304873,3.23,72.09,54.145
Bahamas,BHS,2013,North America,26956.5668352133,1.75,378957,5.2500734,5.59409571,73.01,82.596
Bahrain,BHR,2013,Asia,25790.7303121382,17.55,1257206,24.783257,4.30853891,75.03,88.835
