iso3,year,life_expectancy
LSO,2015,48.84
CAF,2015,50.97
SWZ,2015,52.11
SOM,2015,53.54
MOZ,2015,55.86
SLE,2015,56.89
ZWE,2015,57.49
GNB,2015,57.58
TCD,2015,57.85
CMR,2015,58.98
GIN,2015,59.2
SSD,2015,59.28
NER,2015,59.63
COD,2015,59.96
SYR,2015,60.01
MLI,2015,60.12
AFG,2015,60.33
ZMB,2015,60.41
LBR,2015,60.38
BFA,2015,60.94
CIV,2015,60.93
GNQ,2015,61.13
TGO,2015,61.52
AGO,2015,61.59
KIR,2015,61.69
NGA,2015,61.73
MWI,2015,61.83
NAM,2015,61.86
BWA,2015,62.05
COG,2015,62.05
HTI,2015,62.51
ERI,2015,62.52
BEN,2015,62.63
BDI,2015,62.71
ZAF,2015,63.26
MDG,2015,63.36
GMB,2015,63.8
DJI,2015,63.88
GAB,2015,64.0
UGA,2015,64.22
KEN,2015,64.3
GHA,2015,64.34
SLB,2015,65.15
TZA,2015,65.16
FSM,2015,65.33
PAK,2015,65.7
PNG,2015,66.0
VUT,2015,66.79
LAO,2015,66.87
RWA,2015,66.96
GUY,2015,66.95
ETH,2015,67.1
SEN,2015,67.36
COM,2015,67.43
MMR,2015,67.43
FJI,2015,67.8
TLS,2015,67.84
SDN,2015,68.33
YEM,2015,68.25
KHM,2015,68.67
TKM,2015,68.83
MNG,2015,69.25
IND,2015,69.38
UZB,2015,69.43
MRT,2015,69.45
HND,2015,69.53
PHL,2015,69.52
NPL,2015,69.78
WSM,2015,70.02
EGY,2015,70.06
IDN,2015,70.54
STP,2015,70.56
IRQ,2015,71.01
MDA,2015,71.15
RUS,2015,71.3
PRK,2015,71.41
KGZ,2015,71.54
BOL,2015,71.95
GTM,2015,72.05
KAZ,2015,71.98
UKR,2015,72.15
JAM,2015,72.29
TJK,2015,72.37
TON,2015,72.46
GRD,2015,72.55
LBY,2015,72.65
SLV,2015,72.73
VCT,2015,72.79
BHS,2015,72.92
GEO,2015,72.85
SUR,2015,72.98
VNM,2015,73.03
BTN,2015,73.07
BGD,2015,73.19
SYC,2015,73.16
DOM,2015,73.29
MAR,2015,73.26
AZE,2015,73.63
BLR,2015,73.74
OMN,2015,73.77
VEN,2015,73.94
MUS,2015,74.13
ARM,2015,74.28
BLZ,2015,74.31
MYS,2015,74.28
TTO,2015,74.35
LTU,2015,74.37
PSE,2015,74.56
BGR,2015,74.56
BRA,2015,74.71
CPV,2015,74.83
LVA,2015,74.81
ROU,2015,74.91
PRY,2015,75.17
SRB,2015,75.28
MKD,2015,75.34
ATG,2015,75.62
HUN,2015,75.57
BHR,2015,75.75
MEX,2015,75.94
DZA,2015,76.07
BRB,2015,76.29
LCA,2015,76.39
LKA,2015,76.45
CHN,2015,76.51
ARG,2015,76.53
BRN,2015,76.56
SVK,2015,76.6
TUR,2015,76.69
TUN,2015,76.79
SAU,2015,76.89
MNE,2015,76.86
THA,2015,76.97
BIH,2015,77.0
URY,2015,77.1
ECU,2015,77.15
MDV,2015,77.25
COL,2015,77.34
IRN,2015,77.28
POL,2015,77.28
HRV,2015,77.61
EST,2015,77.63
QAT,2015,77.79
ALB,2015,77.77
CUB,2015,77.93
PAN,2015,78.14
NIC,2015,78.26
LBN,2015,78.44
JOR,2015,78.51
CZE,2015,78.48
USA,2015,78.61
CHL,2015,80.13
PER,2015,80.34
DEU,2015,80.43
GRC,2015,80.42
SVN,2015,80.46
PRI,2015,80.51
CRI,2015,80.57
DNK,2015,80.59
ARE,2015,80.71
GBR,2015,80.66
BEL,2015,80.71
PRT,2015,80.89
AUT,2015,80.99
IRL,2015,81.14
FIN,2015,81.2
NLD,2015,81.28
NZL,2015,81.31
KWT,2015,81.45
CAN,2015,81.65
MLT,2015,81.68
SWE,2015,81.74
CYP,2015,81.8
FRA,2015,81.91
ISR,2015,81.91
NOR,2015,81.99
ISL,2015,82.13
ITA,2015,82.2
AUS,2015,82.29
ESP,2015,82.33
KOR,2015,82.4
LUX,2015,82.38
CHE,2015,82.59
SGP,2015,82.85
JPN,2015,84.0
LSO,2015,11.99
CAF,2015,12.24
SWZ,2015,13.33
SOM,2015,13.31
ZWE,2015,14.05
GNB,2015,14.11
MOZ,2015,14.35
ERI,2015,14.73
KIR,2015,14.86
AFG,2015,14.93
COG,2015,15.24
SLB,2015,15.32
COD,2015,15.57
ZMB,2015,15.65
FJI,2015,15.75
FSM,2015,15.82
MWI,2015,15.75
TCD,2015,15.8
SSD,2015,15.95
TGO,2015,15.89
MDG,2015,15.98
GIN,2015,15.99
SLE,2015,16.0
GAB,2015,16.04
HTI,2015,16.0
VUT,2015,16.02
CMR,2015,16.06
UZB,2015,16.06
NAM,2015,16.17
GMB,2015,16.28
AGO,2015,16.41
LBR,2015,16.39
BDI,2015,16.41
CIV,2015,16.38
BFA,2015,16.37
EGY,2015,16.37
GHA,2015,16.5
BWA,2015,16.56
PNG,2015,16.63
MLI,2015,16.72
KEN,2015,16.92
NER,2015,17.0
LAO,2015,17.06
KHM,2015,17.13
DJI,2015,17.17
GNQ,2015,17.28
GUY,2015,17.33
UGA,2015,17.33
BEN,2015,17.29
MNG,2015,17.4
STP,2015,17.51
WSM,2015,17.51
PAK,2015,17.64
MMR,2015,17.56
PHL,2015,17.58
ZAF,2015,17.63
HND,2015,17.67
RWA,2015,17.66
TZA,2015,17.71
IDN,2015,17.8
SEN,2015,17.8
MDA,2015,17.78
COM,2015,17.89
TLS,2015,18.06
NGA,2015,18.23
ETH,2015,18.25
YEM,2015,18.26
NPL,2015,18.28
PRK,2015,18.25
TKM,2015,18.27
OMN,2015,18.35
GRD,2015,18.36
IND,2015,18.36
KGZ,2015,18.4
SYR,2015,18.45
MRT,2015,18.63
GEO,2015,18.55
KAZ,2015,18.64
JAM,2015,18.72
TON,2015,18.8
SDN,2015,18.92
UKR,2015,18.94
MAR,2015,19.02
BHR,2015,18.97
PSE,2015,19.0
BOL,2015,19.08
MKD,2015,19.09
RUS,2015,19.11
VNM,2015,19.16
TJK,2015,19.23
BLR,2015,19.18
ARM,2015,19.22
AZE,2015,19.29
SRB,2015,19.3
BGR,2015,19.41
MYS,2015,19.4
SYC,2015,19.53
LBY,2015,19.89
ROU,2015,19.87
HUN,2015,19.89
IRQ,2015,20.03
BTN,2015,20.0
MUS,2015,20.17
ATG,2015,20.25
LVA,2015,20.33
LTU,2015,20.3
MNE,2015,20.36
CHN,2015,20.51
MDV,2015,20.49
BIH,2015,20.55
BGD,2015,20.61
BHS,2015,20.59
GTM,2015,20.57
SUR,2015,20.63
SVK,2015,20.65
BRN,2015,20.65
LKA,2015,20.7
VCT,2015,20.72
TUR,2015,20.74
SAU,2015,20.99
BRA,2015,20.98
HRV,2015,21.03
QAT,2015,21.12
ALB,2015,21.11
DZA,2015,21.24
VEN,2015,21.22
SLV,2015,21.29
TUN,2015,21.37
PRY,2015,21.38
BRB,2015,21.38
TTO,2015,21.43
ARG,2015,21.39
CPV,2015,21.55
CZE,2015,21.49
POL,2015,21.49
BLZ,2015,21.75
CUB,2015,21.84
EST,2015,21.92
MEX,2015,21.93
URY,2015,21.92
IRN,2015,22.03
DOM,2015,22.2
COL,2015,22.27
LBN,2015,22.4
JOR,2015,22.43
ECU,2015,22.43
LCA,2015,22.73
USA,2015,23.07
ARE,2015,23.18
DNK,2015,23.17
DEU,2015,23.22
SVN,2015,23.29
PAN,2015,23.42
GRC,2015,23.43
GBR,2015,23.52
THA,2015,23.62
BEL,2015,23.58
AUT,2015,23.59
NLD,2015,23.63
IRL,2015,23.66
PRT,2015,23.8
FIN,2015,23.93
CHL,2015,23.98
SWE,2015,24.02
CYP,2015,24.05
MLT,2015,24.23
NOR,2015,24.2
NIC,2015,24.27
ISR,2015,24.3
NZL,2015,24.28
ISL,2015,24.4
ITA,2015,24.48
LUX,2015,24.51
CAN,2015,24.61
CRI,2015,24.64
KWT,2015,24.71
ESP,2015,24.71
CHE,2015,24.82
PRI,2015,25.01
AUS,2015,25.02
KOR,2015,25.04
PER,2015,25.14
SGP,2015,25.07
FRA,2015,25.34
JPN,2015,26.32
LSO,2014,48.68
CAF,2014,49.18
SWZ,2014,50.93
SOM,2014,53.09
MOZ,2014,55.03
SLE,2014,55.84
ZWE,2014,56.96
GNB,2014,57.18
TCD,2014,57.46
LBR,2014,58.11
CMR,2014,58.44
GIN,2014,58.61
SSD,2014,59.09
NER,2014,59.45
COD,2014,59.46
MLI,2014,59.78
ZMB,2014,59.98
CIV,2014,60.07
SYR,2014,60.24
AFG,2014,60.43
BFA,2014,60.46
AGO,2014,61.14
TGO,2014,61.09
MWI,2014,61.35
BWA,2014,61.38
NGA,2014,61.38
GNQ,2014,61.53
COG,2014,61.64
KIR,2014,61.63
NAM,2014,61.95
ERI,2014,62.19
HTI,2014,62.25
BDI,2014,62.32
BEN,2014,62.37
ZAF,2014,62.78
MDG,2014,63.23
DJI,2014,63.52
UGA,2014,63.49
GMB,2014,63.58
KEN,2014,63.64
GAB,2014,63.77
GHA,2014,63.96
TZA,2014,64.69
SLB,2014,64.96
FSM,2014,65.27
PAK,2014,65.39
PNG,2014,65.75
LAO,2014,66.43
GUY,2014,66.55
ETH,2014,66.56
RWA,2014,66.67
VUT,2014,66.71
SEN,2014,66.98
MMR,2014,67.04
COM,2014,67.07
TLS,2014,67.48
FJI,2014,67.72
SDN,2014,68.09
KHM,2014,68.41
YEM,2014,68.72
UZB,2014,68.81
TKM,2014,68.92
IND,2014,68.92
MNG,2014,68.96
MRT,2014,69.29
HND,2014,69.52
PHL,2014,69.8
WSM,2014,70.13
IRQ,2014,70.23
NPL,2014,70.19
IDN,2014,70.3
STP,2014,70.26
EGY,2014,70.46
RUS,2014,70.69
KGZ,2014,70.9
UKR,2014,70.89
PRK,2014,71.14
MDA,2014,71.11
KAZ,2014,71.48
BOL,2014,71.65
TJK,2014,72.02
GTM,2014,71.98
TON,2014,72.38
GRD,2014,72.54
LBY,2014,72.6
BHS,2014,72.65
AZE,2014,72.72
VCT,2014,72.74
GEO,2014,72.72
BGD,2014,72.78
BTN,2014,72.91
VNM,2014,72.95
MAR,2014,73.12
SUR,2014,73.05
JAM,2014,73.24
BLR,2014,73.15
SYC,2014,73.24
DOM,2014,73.26
OMN,2014,73.94
SLV,2014,73.86
MUS,2014,74.01
VEN,2014,74.06
PSE,2014,74.2
ARM,2014,74.2
BLZ,2014,74.22
TTO,2014,74.32
BGR,2014,74.41
LVA,2014,74.44
LTU,2014,74.5
